ABN,Charity_Name,Registration_Status,Address_Line_1,Address_Line_2,Town_City,State,Postcode,Municipality,Charity_Size,BRC,Main_Activity,Animal_Protection,Aged_Care_Activities,Civic_and_advocacy_activities,Culture_and_arts,Economic_social_and_community_development,Emergency_Relief,Employment_and_training,Environmental_activities,Grant_making_activities,Higher_education,Hospital_services_and_rehabilitation_activities,Housing_activities,Income_support_and_maintenance,International_activities,Law_and_legal_services,Mental_health_and_crisis_intervention,Primary_and_secondary_education,Religious_activities,Research,Social_services,Sports,Other_Education,Other_health_service_delivery,Other_recreation_and_social_club_activity,Other_philanthropic_intermediaries_and_voluntarism_promotion,Other_Activity,Other_activity_description,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operates_Overseas,Charity_activities_and_outcomes_helped_achieve_charity_purpose,General_Community_Australia,Females,Males,Early_Childhood_under_6,Children_6___under_15,Youth_15___under_25,Adults_25_to_under_65,Adults___65_and_over,ATSI,GLBTI,Migrants_Refugees_or_Asylum_Seekers,Other_charities,Other_beneficiaries_not_listed,Other_beneficiaries_description,Overseas_communities_or_charities,People_in_rural_regional_remote_communities,Families,Financially_disadvantaged_people,People_at_risk_of_homelessness,People_with_Chronic_or_Terminal_Illness,People_with_Disabilities,Pre_or_Post_Release_Offenders_and_Families,Unemployed_Persons,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Culturally_and_Linguistically_Diverse,Provided_support_services_funded_by_NDIS,Intend_provide_support_funded_by_NDIS,Staff_Full_time,Staff_Part_time,Staff_Casual,Staff_Volunteers,Government_grants,Donations_and_bequests,All_other_revenue,Total_revenue,Other_income,Total_gross_income,Employee_expenses,Interest_expenses,Grants_and_donations_made_for_use_in_Australia,Grants_and_donations_made_for_use_outside_Australia,All_other_expenses,Total_expenses,Net_surplus_deficit,Total_current_assets,Non_current_loans,Other_non_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Non_current_liabilities,Other_non_current_liabilities,Total_non_current_liabilities,Total_liabilities,Net_assets_liabilities,Other_Comprehensive_Income__if_applicable_,Total_Comprehensive_Income,DGR_Status,Website
12614531408,The Trustee For Reddie Arthur Daniel Estate,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing documents,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,1508,1508,0,1508,0,0,745,0,398,1142,366,0,0,0,0,35051,0,0,0,0,0,35051,0,366,N,http://upliftbras.org
12643054953,Frankston Rsl Sub Branch Inc,REG,183 Cranbourne Rd,,Frankston,VIC,3199,Frankston,Large,N,Aged care activities,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,Y,"Aged services Distribution of money or goods for charitable purposes Health related programs Social and community welfare activities The relief, asistance or support of veterans and/or their dependants",N,N,N,N,N,N,Y,N,N,"All activities continue to raise awareness of our goals and also raise vital funds required to donate money, goods and services to our veterans, their families and our community.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,29,11,104,300,0,23061,16119723,16142784,0,16142784,4408143,0,457373,0,11374695,16240211,-97427,3489831,0,997107,997107,4486938,1712478,0,17447,17447,1729925,2757013,0,-97427,N,
12817570771,The Trustee For Ken And Carol Klooger Family Foundation,REG,34 PASLEY STREET,,South Yarra,VIC,3141,Stonnington,Small,N,Grant-making activities,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Sought to raise new funds, invest its funds and make donations to its target causes.",N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,,N,N,N,N,Y,N,N,N,N,N,Y,N,N,,,0,0,0,7,0,0,3839,3839,0,3839,0,0,20000,0,5895,25895,-22056,0,0,0,0,230490,0,0,0,0,3630,226860,0,0,Y,
12845218134,The Trustee For Julian Zahara Memorial Fund,REG,151 Wellington Pde South,,East Melbourne,VIC,3002,Melbourne,Small,N,Employment and training,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,N,Y,N,N,N,Y,N,N,The charity holds an investment portfolio which generates income from dividends and interest. This income is then used for charitable purposes.,N,N,N,N,N,Y,N,N,Y,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,1,0,0,127101,127101,0,127101,0,0,126744,0,60411,187155,-60054,0,0,0,0,2304857,0,0,0,0,0,2304857,0,0,Y,http://www.rslvic.com.au
12846273477,Moving Clickers Incorporated,REG,11 Orchard Street,,Armadale,VIC,3143,Stonnington,Small,N,Culture and arts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Increase appreciation of film making,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,7,0,0,9414,9414,0,9414,0,0,1000,0,8979,9979,-565,0,0,0,0,30178,0,0,0,0,0,30178,0,0,N,http://www.focuslife.com.au
12849401827,The Marin Charitable Trust,REG,Marin Accountants,6/432 St Kilda Road,Melbourne,VIC,3004,Melbourne,Small,N,Other philanthropic,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Donations to DGR's that conduct various activities,N,N,N,N,N,N,Y,N,N,Funds donated to the DGR's assist those DGR's fulfil their activities,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,0,0,0,0,0,0,0,0,5198,5198,0,0,7581,0,102,7683,-2485,0,0,0,0,723,0,0,0,0,0,723,0,0,N,
12886519613,The Trustee For Australian Wool Education Trust,REG,70 Robertson St,,Kensington,VIC,3031,Melbourne,Medium,N,"Economic, social and community development",N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,,N,Y,N,Y,Y,Y,Y,Y,N,Funding to support delivery of Sheep and Wool Education.Funding for undergraduate scholarships.Funding for honours scholarshipsSupport for AWI's Wool4Skools ProgramTravel bursary support for the National Merino ChallengeCo-sponsor of Alistair Mackenzie ScholarshipScholarships for VET College studentsGrants to final year Fashion School Students to assist them in purchasing wool fabrics for the final shows.,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,1,0,0,0,0,871141,871141,0,871141,24803,0,367943,0,123270,516016,355125,151978,0,0,9902768,10054746,22817,0,0,0,22817,10031929,0,355125,N,http://www.woolwise.com
12890535085,Noble Park Christian Church,REG,5-21 Hosken St,,Springvale South,VIC,3172,Greater Dandenong,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"preaching, teaching, bible studies, prayer meetings, visitation, sorship services.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,1,0,1,0,64600,21839,86439,0,86439,55559,0,978,0,61635,118172,-31733,0,0,0,0,1464800,0,0,0,0,100389,1364411,0,0,N,http://www.woolwise.com
12901071775,The Trustee For The Inner North Community Foundation Charitable Fund,REG,Level 2,192-198 High St,Northcote,VIC,3070,Darebin,Medium,N,Grant-making activities,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,Y,N,N,"The Inner North Community Foundation is an independent community foundation based in Melbourne_Ü_s Inner North, and is one of more than 35 community foundations across Australia.The Foundation was established in 2007 as an initiative of IntoWork Australia, and is supported by the three local Councils; the Cities of Moreland, Yarra and Darebin.The Foundation manages philanthropic dollars to provide funds for projects that create prosperous, connected, and cohesive communities in Melbourne_Ü_s Inner North, particularly encouraging pathways to employment.  The Foundation is not a destination for community gifts, rather we are a safe pair of hands to link donors and community groups.To fulfil our vision, we:    invest in local not-for-profit organisations through grants and other support    connect donors to local community groups by managing a donor network for people to contribute small and large donations    build partnerships to expand community leadership across the region.Since its establishment, the Foundation has granted more than $2.4 million in grants to the municipalities of Darebin, Moreland, and Yarra.   Our grants have been awarded across 30 different suburbs to 130 community organisations, running innovative and creative programs that unlock the potential of local people.  From Preston to Pascoe Vale, Reservoir to Richmond, Fawkner to Fitzroy the Foundation serves nearly 400,000 people across 125 square kilometres.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,2,0,20,0,275363,522538,797901,14962,812863,117495,0,508818,0,78434,704747,108116,5454904,0,0,0,5454904,8374,0,0,0,8374,5446530,0,108116,N,http://HTTP://www.innernorthfoundation.org.au
12970362691,The Trustee For Doncaster Community Church Of Christ Tax Deduction Gift Fund,REG,2 Short St,,Doncaster,VIC,3108,Manningham,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Grants were made to selected charities consistent with mission of Doncaster Church of Christ,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,3,0,155175,0,155175,0,155175,0,0,152175,0,3000,155175,0,0,0,0,0,121,0,0,0,0,0,121,0,0,Y,http://HTTP://www.innernorthfoundation.org.au
12983827488,Melbourne Glory Church Inc,REG,23 Ropley Ave,,Balwyn,VIC,3103,Boroondara,Medium,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,We have weekly Sunday services and also home group and youth group meetings throughout Melbourne.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,2,2,0,1,0,0,569733,569733,33216,602949,157859,0,4500,0,165597,327956,274993,483945,0,0,2087509,2571454,1137,0,0,0,1137,2570317,0,274993,N,
13004635821,The George Hicks Foundation Ltd.,REG,97 Spring St,,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,,N,N,N,N,N,N,Y,N,N,"The Foundation supported needs in the community through philanthropic grants, in kind support and connections to not for profit organisations working with people living in disadvantaged circumstances.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,2,0,15,0,60000,70375,130375,0,130375,52413,0,160844,0,53749,267006,-136631,0,0,0,0,1475631,0,0,0,0,302,1475329,0,0,Y,http://www.georgehicksfoundation.org.au
13018177589,The Trustee For Price Coulsell Wilson Fund,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,171930,171930,0,171930,0,0,149056,0,21790,170846,1084,0,0,0,0,2825159,0,0,0,0,0,2825159,0,1084,N,http://www.georgehicksfoundation.org.au
13062042951,U.a.m. Ministries,REG,Lot 17,217 Kororoit Creek Road,Williamstown,VIC,3016,Hobsons Bay,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,Y,N,Y,Y,N,Providing support and assistance to indigenous churches,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,,0,1,0,7,0,24685,42599,67284,18510,85794,46077,0,8100,0,101216,155393,-69599,0,0,0,0,868702,0,0,0,0,38271,830431,0,0,N,
13103345213,The Russian Imperial Order Of Saint Michael Archangel,REG,13,Conway Street,Dandenong,VIC,3175,Greater Dandenong,Small,N,Other philanthropic,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,Y,Y,Y,Y,Y,N,Collect money to assist with victims of natural disasters and other charitable causes.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,29,0,10522,550,11072,0,11072,0,0,2445,0,253,2698,8374,0,0,0,0,29842,0,0,0,0,0,29842,0,0,N,http://www.playgroup.org.au
13166235703,Piers K Fowler Scholarship Fund Ltd,REG,2 / 12 Neave Street,,Hawthorn East,VIC,3123,Boroondara,Small,N,Higher education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,"Report for the Year to June, 2016:  Year 3Piers passed away on 4th June 2013.  We miss him.  We miss his basic goodness and kindness and talents and warmth.  The family_Ü_s aim in establishing this Scholarship Fund and an associated Trust has been to invest Piers_Ü_ own assets for donating to recognised educational and charitable institutions associated with his life.  Piers was a senior training pilot with Qantas so our first aim has been to donate in the area of aviation education and training.  Piers also had volunteer involvement with the Salvation Army, Arthritis Victoria, and Scienceworks.  He was concerned for disadvantaged children and their education, and for homeless people.  He was an organ donor.  All of the things which represent Piers guide the work of the Scholarship Fund and its associated Trust, the Piers K Fowler Trust.  Details relating to the Fund may be found on the website of the Australian Charities and Not for Profits Commission (ACNC).  The Fund must deal specifically with scholarships.  The Trust may distribute benefits more widely but always to DGR-recognised institutions and always to the benefits which Piers would have sought.  The Fund and Trust together made donations of just over $90,000 in this latest financial year, bringing total donations and grants since inception to almost $200,000.  As in the previous year, our donations and gifts were virtually equal to the income earned during the year.  Reflecting Piers_Ü_ own life, Aviation education, training and development forms a major part of the Fund_Ü_s work.  We have a wide-ranging program of aviation-related Scholarships and awards with Swinburne University of Technology (SUT), including one overseas exchange award, support for an instructor rating course, a research award and a number of development / leadership awards.  We also support the SUT Mentoring Program for aviation students developed by Captain Mark Kreiger of Qantas.  Similarly, with the Aviation School of RMIT University, we provide a number of scholarships plus funds to support a Technical Library for all students.  We express our thanks to SUT and RMIT for their support and guidance in establishing our scholarship programs.  In other activities, the Trust is involved with Museum Victoria in the establishment of an interactive aviation-related display at Scienceworks.  Additionally, The Trust continues to support 15 Smith Family children and has provided funding to Melbourne City Mission, the Salvation Army and the Lighthouse Foundation in support of training and activity programs for homeless or potentially homeless people.  The Trust has made contributions in support of Move Arthritis Victoria, a Monash Medical School Scholarship, Ovarian Cancer Australia, St Yared a school for children in Ethiopia, and the Indigenous Literary Foundation.We are pleased to accept public donations (which have to be directed through the DGR-approved Scholarship Fund) but will not be seeking to develop that avenu",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,1,0,750,37293,38043,10230,48273,0,0,43025,0,1693,44718,3555,0,0,0,0,652142,0,0,0,0,0,652142,0,0,Y,http://gawadkalinga.org.au/
13248983008,Xavier College Ignatius Education Fund,REG,135 Barkers Road,,Kew,VIC,3101,Boroondara,Medium,N,Primary and secondary education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,We were able to offer Scholarships and Bursaries and through effective investment planning increase the corpus of funds for this purpose.,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,3,0,0,0,245594,328896,574490,38887,613377,0,0,291614,0,294255,585869,27508,942850,0,0,4954180,5897030,3560,0,0,0,3560,5893470,0,27508,Y,
13257451984,Eastern Chinese Christian Church Incorporated,REG,9 Anthony St,,Dandenong North,VIC,3175,Greater Dandenong,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Church services, Bible Studies, team and leadership training programs, social activities, raise support for charities",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,20,0,45079,5925,51004,4173,55177,0,0,6438,0,40652,47090,8087,0,0,0,0,183517,0,0,0,0,0,183517,0,0,N,
13278852741,Dicker Harry Trust,REG,Level 2,575 Bourke Street,Melbourne,VIC,3000,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Income distributed in accordance with governing document,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,25603,25603,0,25603,0,0,18553,0,6128,24681,922,0,0,0,0,521401,0,0,0,0,0,521401,0,922,N,
13313431716,The Trustee For Canterbury Girls Secondary College Welfare Fund,REG,16 Mangarra Road,,Canterbury,VIC,3126,Boroondara,Small,N,Social services,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Provided emergency funding for basic necessities for school families in need.,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,0,0,0,6,0,0,0,0,0,0,0,0,874,0,0,874,-874,0,0,0,0,31,0,0,0,0,0,31,0,0,Y,
13357401729,Pink Cross Foundation Australia Inc,REG,210 Dorcas St,,South Melbourne,VIC,3205,Port Phillip,Small,N,Social services,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,N,We met and followed up by phone or email with women and men contacting us to transition out of prostitution or porn consumption.,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,,,0,0,0,16,0,14209,0,14209,0,14209,0,0,14124,0,0,14124,85,0,0,0,0,0,0,0,0,0,0,0,0,0,N,http://www.pinkcross.org.au
13364203224,Derrinalum Rsl Sub-branch Welfare Patriotic Fund,REG,ANZAC House 4 Collins Street,,Melbourne,VIC,3000,Melbourne,Small,N,Social services,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,"AGED SERVICES, DISTRIBUTION OF MONEY OR GOODS FOR CHARITABLE PURPOSES, HEALTH RELATED PROGRAMS, SOCIAL & COMMUNITY WELFARE ACTIVITIES AND THE RELIEF, ASSISTANCE AND SUPPORT OF VETERANS AND/OR THEIR DEPENDANTS.",N,N,N,N,N,N,Y,N,N,"Aged Services, Distribution of money or goods for charitable purposes, Health Related programs,Social and community welfare activities and the relief, assistance or support of veterans and/or their dependants",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,5,0,0,877,877,0,877,0,0,801,0,1854,2655,-1778,0,0,0,0,941,0,0,0,0,0,941,0,-1778,N,http://www.rslvic.com.au
13427301090,The Trustee For The Alan Missen Foundation,REG,Level 6,432 St Kilda Road,Melbourne,VIC,3004,Melbourne,Small,N,Grant-making activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Grants to Melbourne Writers' Festival and Liberty Victoria,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,4,0,0,10332,10332,0,10332,0,0,7200,0,0,7200,3132,0,0,0,0,239864,0,0,0,0,0,239864,0,0,N,
13447096005,The Trustee For The Victorian Medical Radiation Practitioners Education Trust,REG,PO BOx 25139,,Melbourne,VIC,3004,Melbourne,Small,N,Research,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"The Trusts activities furthered the purpose of the Trust in advancing education, training and research for medical radiation practitioners in Victoria.",N,N,N,N,N,N,N,N,N,N,N,N,Y,Medical radiation practitioners in Victoria.,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,1,0,0,0,29889,29889,0,29889,542,0,13700,0,12205,26447,3442,0,0,0,0,1232556,0,0,0,0,5000,1227556,0,0,N,
13458860742,Bosna & Hercegovina Islamic Society,REG,Bosna & Hercegovina Islamic Society,18 Leonard St,Noble Park,VIC,3174,Greater Dandenong,Medium,N,Religious activities,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,We had various fund raisers to help with community development activities,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,1,0,50,0,72625,270852,343477,85072,428549,72314,0,59732,0,228018,360064,68485,230333,0,0,2756613,2986946,5138,0,0,903964,909102,2077844,0,68485,N,http://www.rslvic.com.au
13550977284,The Trustee For Margaret Joan Widdicombe,REG,GPO Box 1461,,Melbourne,VIC,3001,Melbourne,Small,N,Grant-making activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Trinity Uniting Church - Dandenong for general charitable purposes,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,0,0,0,6574,6574,368,6942,0,0,6079,0,2490,8569,-1627,0,0,0,0,199743,0,0,0,0,0,199743,0,-1627,N,
13572518089,Eastern Chinese Baptist Church,REG,Cnr Le John St And,Wellington Rd,Rowville,VIC,3178,Knox,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,N,N,N,N,Y,N,N,Our activities engaged part of the community that needed to be supported by a church.,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1,0,1,60,0,84626,10314,94940,500,95440,36170,0,5178,0,45670,87018,8422,0,0,0,0,95440,0,0,0,0,87018,8422,0,0,N,
13605552163,Rhema Family Church Doncaster Ltd,REG,5 Packam Place,,Wonga Park,VIC,3115,Manningham,Small,N,Religious activities,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Ministry to members of Rhema Family Church Doncaster through Worship services, prayer meetings and bible studies. Including outreach to the community and other centres.",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,0,0,0,10,0,84283,0,84283,0,84283,0,0,9123,0,43282,52405,31878,0,0,0,0,35878,0,0,0,0,4000,31878,0,0,N,
13628586699,Swinburne University Of Technology,REG,John St,,Hawthorn,VIC,3122,Boroondara,Large,N,Higher education,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,"Through the provision of Education and Research as a university and TAFE provider.The University_Ü_s objects and functions are detailed in the Swinburne University of Technology Act 2010. A copy of the 2010 Act is available at: http://www.legislation.vic.gov.au/Domino/Web_Notes/LDMS/PubStatbook.nsf/edfb620cf7503d1aca256da4001b08af/F35EE641679E97CBCA2576CC000D21B2/$FILE/10-004a.pdfDue to ACNC system limitations, we could not enter negative OCI at question 15, therefore the following numbers apply:m. Net Surplus/deficit    $21,143,000n. OCI    ($7,036,000)o. Total comprehensive income (m+n)    $14,107,000",Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,,,1649,470,788,0,198445000,898000,396696000,596039000,13177000,609216000,294111000,0,26561000,0,267401000,588073000,21143000,180264000,128079000,902618000,1030697000,1210961000,132909000,0,134999000,134999000,267908000,943053000,7036000,28179000,Y,http://www.sccfa.org.au
